Name,overall,Action,Adventure,Sci-Fi,Drama,Comedy,Romance,Musical,War,Horror,History,Mystery,Thriller,Crime,Sport,Biography,Fantasy,Family,Documentary,Music,Animation,News,Western,average,Votes
Son of Hercules,2.8,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,28
Son of Sardaar,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9060
Sona Spa,3.5,0,0,0,3.5,0,0,0,0,0,0,3.5,3.5,0,0,0,0,0,0,0,0,0,0,3.5,189
Sonali Cable,5.3,0,0,0,5.3,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,980
Sonchiriya,8.1,8.1,0,0,8.1,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,0,0,8.1,9572
Sone Ki Chidiya,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34
Sone Pe Suhaaga,4.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,4.8,90
Soni,7.2,0,0,0,7.2,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,7.2,2528
Sons of Ram,6.7,0,0,0,6.7,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,6.7,77
Sonu Ke Titu Ki Sweety,7.1,0,0,0,0,7.1,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,20000
Soorarai Pottru,9.1,0,0,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,83029
Soorma,7.4,0,0,0,7.4,0,0,0,0,0,0,0,0,0,7.4,7.4,0,0,0,0,0,0,0,7.4,4648
Soorma Bhopali,5.6,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,60
Sooryavansham,6.3,6.3,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,2820
Sorry Bhai!,6.1,0,0,0,6.1,6.1,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,1019
SOS: Secrets of Sex,5.8,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,34
Soul of Sand,5.6,0,0,0,5.6,0,0,0,0,0,0,5.6,5.6,0,0,0,0,0,0,0,0,0,0,5.6,82
Soundtrack,7.1,0,0,0,7.1,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,826
Souryam,5.8,5.8,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,167
Souten,5.7,0,0,0,5.7,0,5.7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,196
Souten Ki Beti,5.3,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,5.3,55
Souten: The Other Woman,4.7,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,4.7,43
Spandan,6.1,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,9
Spark,5.9,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,31
Special 26,8,0,0,0,8,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,8,52354
Speed,2.9,2.9,0,0,0,0,0,0,0,0,0,0,2.9,2.9,0,0,0,0,0,0,0,0,0,2.9,513
Split Wide Open,6.5,0,0,0,6.5,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.5,222
Spy in Rome,4.9,4.9,0,0,0,4.9,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,8
Sree Rama Anjaneya Yuddham,7.8,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,7.8,29
Sri Anjaneyam,4.6,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,4.6,203
Sri Venkateswara Mahathyam,8.5,0,0,0,8.5,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,52
Sssshhh...,4.4,0,0,0,0,0,0,0,0,4.4,0,4.4,0,0,0,0,0,0,0,0,0,0,0,4.4,330
Stanley Ka Dabba,7.8,0,0,0,7.8,7.8,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,7.8,6493
State Rowdy,6.3,6.3,0,0,6.3,0,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,6.3,104
Station,7.5,0,0,0,7.5,0,0,0,0,0,0,0,7.5,7.5,0,0,0,0,0,0,0,0,0,7.5,90
Stay Alert,8.2,0,0,0,8.2,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,913
Staying Alive,6.2,0,0,0,6.2,0,0,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,6.2,24
Staying Alive,5.6,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,29
Stoovertpuram Police Station,6.2,6.2,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,65
Straight,5.8,0,0,0,5.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,350
Strangers,4.9,0,0,0,4.9,0,4.9,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,4.9,338
Stree,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,7.5,21
Stree,7.6,0,0,0,0,7.6,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,29900
Street Dancer 3D,3.6,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,3.6,5930
Street Fighter,5.2,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,16
Street Fighter: The Legend of Chun-Li,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,3.7,0,0,0,0,0,0,3.7,23206
Street Singer,6.3,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,15
Striker,6.9,6.9,0,0,6.9,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,6.9,1014
Strings of Passion,6.5,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,31
Student of the Year,5.3,0,0,0,5.3,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,5.3,16038
Student of the Year 2,2.2,2.2,0,0,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,17483
Stumped,2.6,0,0,0,2.6,2.6,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,2.6,121
Style,6.7,0,0,0,0,6.7,0,6.7,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,6.7,1859
Subah Ka Tara,5.4,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,9
Subha-O-Sham,6.5,6.5,0,0,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,31
Subhas Chandra,8.2,0,0,0,8.2,0,0,0,0,0,8.2,0,0,0,0,8.2,0,0,0,0,0,0,0,8.2,41
Suddha,7.2,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,13
Sudesi,3.7,3.7,0,0,3.7,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,3.7,35
Sudhandhiram,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,44
Suhaag,6.7,6.7,0,0,6.7,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,1053
Suhaag,5.7,5.7,0,0,5.7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,1755
Suhaag Raat,4.8,0,0,0,4.8,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,29
Suhagan,6.1,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,43
Suhana Safar,6.4,0,0,0,6.4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,45
Sui Dhaaga,6.8,0,0,0,6.8,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,7421
Sujata,7.3,0,0,0,7.3,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,326
Sulemani Keeda,7.1,0,0,0,0,7.1,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,2478
Sullan,3.2,3.2,0,0,3.2,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,3.2,359
Sultaan,5.6,5.6,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,54
Sultan,7,7,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,41777
Summer 2007,6.2,0,0,0,6.2,0,0,0,0,0,0,0,6.2,6.2,0,0,0,0,0,0,0,0,0,6.2,238
Summer Camp,7.1,0,0,0,7.1,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,16
Sun Meri Laila,6.9,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,11
Sun Sajna,6.3,0,0,0,6.3,0,6.3,0,0,0,0,0,0,0,0,0,0,6.3,0,0,0,0,0,6.3,21
Sun Zarra,5.4,0,0,0,5.4,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,18
Sunayana,5.9,0,0,0,5.9,5.9,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,39
Sunday,5.3,5.3,0,0,0,5.3,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,5.3,2619
Sunehre Din,6.6,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,30
Sunghursh,6.8,6.8,0,0,6.8,0,0,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,6.8,93
Sunglass,5.4,0,0,0,5.4,5.4,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,5.4,30
Sunn Raha Hai Na,6.1,0,0,0,6.1,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,7
Sunny,5.6,0,0,0,5.6,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,128
Suno Na.. Ek Nanhi Aawaz,4.5,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,6
Suno Sasurjee,2.5,2.5,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,147
Sunset Bollywood,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,0,0,0,0,8.6,663
Sunshine Music Tours & Travels,6.5,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,31
Suntan,6.8,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,20
Supari,4.3,4.3,0,0,4.3,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,4.3,136
Supari - The Quest Begins Now,5.9,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,5.9,33
Super 30,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,23000
Super Model,1.9,0,0,0,1.9,0,1.9,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,1.9,180
Super Nani,4.6,0,0,0,4.6,4.6,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,4.6,398
Super Police,5.5,5.5,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,5.5,70
Superman,4.5,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,301
Supermen of Malegaon,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,648
Superstar,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,707
Sur,6.4,0,0,0,6.4,0,6.4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,475
Sur Sangam,6.8,0,0,0,6.8,6.8,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,45
Suraj,6.7,6.7,0,0,0,0,6.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,124
Suraj Aur Chanda,5.7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,5.7,10
Suraj Pe Mangal Bhari,5.9,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,3011
Surakksha,7.3,7.3,7.3,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,7.3,95
Surakshaa,4.1,4.1,0,0,0,0,4.1,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,4.1,188
Surkhaab,6.3,0,6.3,0,6.3,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,6.3,68
Surkhiyaan (The Headlines),5.4,5.4,0,0,5.4,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,5.4,16
Suryavanshi,4.5,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,4.5,0,0,0,0,0,0,4.5,923
Susman,7.3,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,26
Swades,8.2,0,0,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,85340
Swami,6.5,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,196
Swami,6.8,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,374
Swami Dada,6.3,6.3,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,87
Swarg,6.7,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,1255
Swarg Narak,5.5,0,0,0,5.5,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,57
Swati,6.7,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,103
Swayamvar,7.4,0,0,0,7.4,7.4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,85
Sweekar Kiya Maine,6.1,0,0,0,6.1,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,22
Sweetiee Weds NRI,3.4,0,0,0,3.4,3.4,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,244
Switchh,4.2,4.2,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,4.2,11
T for Taj Mahal,8.7,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,93
Ta Ra Rum Pum,5.6,0,0,0,5.6,5.6,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,5.6,4409
Taal,6.7,0,0,0,6.7,0,6.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,5068
Taanashah,7.3,7.3,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,25
Taaqat,4.8,0,0,0,0,0,4.8,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,4.8,90
Taarzan: The Wonder Car,4.5,4.5,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,4.5,0,0,0,0,0,0,4.5,2781
Tabaahi: The Destroyer,4.4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,21
Table No. 21,7.2,0,7.2,0,7.2,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,7.2,11709
Tada,4.7,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,24
Tadap,5.6,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,8
Tadipaar,4.7,4.7,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,142
Tahalka,5.7,5.7,5.7,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,5.7,316
Tahkhana,5.4,5.4,0,0,5.4,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,169
Tahqiqaat,5.3,0,0,0,0,0,0,0,0,0,0,5.3,0,5.3,0,0,0,0,0,0,0,0,0,5.3,26
Taish,7.5,7.5,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,7.5,3703
Taj,6.6,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,6.6,8
Taj Mahal: A Monument of Love,6.7,0,0,0,6.7,0,6.7,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,6.7,51
Taj Mahal: An Eternal Love Story,5,0,0,0,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,161
Tajurba,5.7,5.7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,12
Taking the Horse to Eat Jalebis,6.1,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,50
Takkar,4.6,4.6,0,0,4.6,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,4.6,195
Takkar,5.4,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,36
Talaaq,6.7,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,19
Talaash,7.2,0,0,0,7.2,0,0,0,0,0,0,7.2,0,7.2,0,0,0,0,0,0,0,0,0,7.2,40234
Talaash: The Hunt Begins...,4.7,4.7,0,0,4.7,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,4.7,1411
Talaashi,4.3,0,0,0,4.3,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,4.3,34
Talash,6.6,0,0,0,0,0,6.6,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,6.6,155
Tales of Siva 1,5.5,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,5.5,0,0,5.5,0,0,5.5,6
Tallukh,5.4,0,0,0,5.4,0,5.4,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,5.4,56
Talvar,8.2,0,0,0,8.2,0,0,0,0,0,0,8.2,0,8.2,0,0,0,0,0,0,0,0,0,8.2,32313
Tamacha,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50
Tamanchey: Pyar Mein Dil Pe Maar De Goli,4.4,0,0,0,0,0,4.4,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,4.4,308
Tamanna,6.8,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,302
Tamasha,7.6,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,38
Tamasha,7.3,0,0,0,7.3,7.3,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,24623
Tan-Badan,5.1,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,37
Tangewala,5.6,5.6,0,0,5.6,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,5.6,29
Tangewali,8.4,0,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,8.4,0,0,0,0,0,8.4,5
Tango Charlie,6,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1789
Tanhaji: The Unsung Warrior,7.6,7.6,0,0,7.6,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,7.6,22344
Tank Cleaner,8.7,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,8.7,20
Tansen,7.5,0,0,0,7.5,0,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,26
Tanu Weds Manu,6.8,0,0,0,6.8,6.8,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,13804
Tanu Weds Manu Returns,7.6,0,0,0,7.6,7.6,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,26843
Tapasya,7.2,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,7.2,48
Tapish,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20
Taqdeer,6.3,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,6.3,0,0,0,0,0,6.3,35
Taqdeer Ka Tamasha,4.2,4.2,0,0,4.2,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,4.2,40
Taqdeerwala,6.5,6.5,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,6.5,414
Tara Mira,7.3,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,31
Tara: The Journey of Love and Passion,5.5,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,43
Tarana,6.9,0,0,0,0,0,6.9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,37
Tarang,6.9,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,47
Tarazu,4.5,4.5,0,0,4.5,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,4.5,589
Target,7.6,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,73
Tarkeeb,4.6,4.6,0,0,4.6,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,4.6,9
Tarkieb,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,233
Tarpan (The Absolution),7.2,0,0,0,7.2,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,7.2,67
Tarpan: The Salvation,8.1,0,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,31
Tarzan 303,3.8,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,6
Tarzan and King Kong,5.6,5.6,5.6,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,27
Tarzan Aur Jadui Chirag,3.8,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,9
Tarzan's Daughter,4.5,4.5,4.5,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,11
Tashan,3.9,3.9,0,0,3.9,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,5037
Tathagatha Buddha The Life & Times of Gautama Buddha,6.9,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,6.9,14
Tathastu,4.4,0,0,0,4.4,0,0,0,0,0,0,0,4.4,4.4,0,0,0,0,0,0,0,0,0,4.4,460
Tauba Tauba,2.6,0,0,0,2.6,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,93
Tawai: A Voice from the Forest,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,7.4,238
Tawaif,7.1,0,0,0,7.1,7.1,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,104
Taxi Chor,5.2,0,0,0,0,0,0,0,0,0,0,0,5.2,5.2,0,0,0,0,0,0,0,0,0,5.2,20
Taxi Driver,6.9,0,0,0,0,0,6.9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,257
Taxi Driver,6.3,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,30
Taxi No. 9 2 11: Nau Do Gyarah,7.3,0,0,0,7.3,7.3,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,7.3,9418
Taxi Taxie,6.4,0,6.4,0,6.4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,37
Te3n,7.3,0,0,0,7.3,0,0,0,0,0,0,7.3,7.3,0,0,0,0,0,0,0,0,0,0,7.3,12118
Team: The Force,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68
Teen Bahuraniyan,6.8,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,53
Teen Chor,5.8,5.8,0,0,5.8,0,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,5.8,9
Teen Devian,6.9,0,0,0,0,0,6.9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,182
Teen Patti,4.1,0,0,0,4.1,0,0,0,0,0,0,0,4.1,4.1,0,0,0,0,0,0,0,0,0,4.1,1457
Teen Sardar,6.3,6.3,6.3,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,10
Teen Sau Din Ke Baad,6.4,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,10
Teen Taal,7.5,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,27
Tees Maar Khan,2.6,0,0,0,0,2.6,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,2.6,11981
Teesra Kaun,6.3,6.3,0,0,6.3,0,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,6.3,17
Teesra Kaun?,5.2,0,0,0,0,5.2,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,5.2,133
Teesri Aankh,6.4,6.4,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,6.4,73
Teesri Aankh: The Hidden Camera,2.6,2.6,0,0,0,0,0,0,0,0,0,0,2.6,2.6,0,0,0,0,0,0,0,0,0,2.6,300
Teesri Kasam,7.9,0,0,0,7.9,7.9,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,746
Teesri Manzil,7.7,0,0,0,0,7.7,0,7.7,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,7.7,1135
Tehzeeb,5.9,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,525
